priority,workState,type,sport,slug,route,status,qualityClassification,uniquenessClassification,indexability,reasonHeld,evidenceCoverage,internalLinks,productRelationships,workStateReasons,title
P1,NEEDS_UNIQUE_REWRITE,review,fitness,rogue-rml-390f,/reviews/rogue-rml-390f,published,DUPLICATIVE,DUPLICATIVE,HIDDEN_404,vertical_hold,moderate (3),comps:1,product:rogue-rml-390f,uniqueness_duplicative,Rogue RML-390F Monster Lite Rack Review
P1,NEEDS_UNIQUE_REWRITE,review,fitness,rogue-sandbag,/reviews/rogue-sandbag,published,DUPLICATIVE,DUPLICATIVE,HIDDEN_404,vertical_hold,moderate (3),sparse,product:rogue-sandbag,uniqueness_duplicative,Rogue Sandbag Review
P1,NEEDS_UNIQUE_REWRITE,review,fitness,rogue-sm-2c-monster-lite,/reviews/rogue-sm-2c-monster-lite,published,DUPLICATIVE,DUPLICATIVE,HIDDEN_404,vertical_hold,moderate (3),sparse,product:rogue-sm-2c-monster-lite,uniqueness_duplicative,Rogue SM-2C Monster Lite Squat Stand Review
P1,NEEDS_UNIQUE_REWRITE,review,fitness,rogue-wall-ball,/reviews/rogue-wall-ball,published,DUPLICATIVE,DUPLICATIVE,HIDDEN_404,vertical_hold,moderate (3),sparse,product:rogue-wall-ball,uniqueness_duplicative,Rogue Wall Ball Review
P1,NEEDS_UNIQUE_REWRITE,review,fitness,rogue-wrist-wraps,/reviews/rogue-wrist-wraps,published,DUPLICATIVE,DUPLICATIVE,HIDDEN_404,vertical_hold,moderate (2),sparse,product:rogue-wrist-wraps,uniqueness_duplicative,Rogue Wrist Wraps Review
P1,NEEDS_UNIQUE_REWRITE,review,padel,royal-padel-m27-poly-2026,/reviews/royal-padel-m27-poly-2026,published,DUPLICATIVE,DUPLICATIVE,HIDDEN_404,vertical_hold,thin (1),alts:4,product:royal-padel-m27-poly-2026,uniqueness_duplicative,Royal Padel M27 Poly 2026 Review
P1,NEEDS_UNIQUE_REWRITE,review,fitness,salming-race-9,/reviews/salming-race-9,published,DUPLICATIVE,DUPLICATIVE,HIDDEN_404,vertical_hold,moderate (2),alts:4,product:salming-race-9,uniqueness_duplicative,Salming Race 9 Review
P1,NEEDS_UNIQUE_REWRITE,review,fitness,salming-rebel,/reviews/salming-rebel,published,DUPLICATIVE,DUPLICATIVE,HIDDEN_404,vertical_hold,moderate (2),alts:4,product:salming-rebel,uniqueness_duplicative,Salming Rebel Review
P1,NEEDS_UNIQUE_REWRITE,review,fitness,schwinn-airdyne-ad8,/reviews/schwinn-airdyne-ad8,published,DUPLICATIVE,DUPLICATIVE,HIDDEN_404,vertical_hold,moderate (2),alts:2,product:schwinn-airdyne-ad8,uniqueness_duplicative,Schwinn Airdyne AD8 Review
P1,NEEDS_UNIQUE_REWRITE,review,padel,siux-diablo-revolution-2026,/reviews/siux-diablo-revolution-2026,published,DUPLICATIVE,DUPLICATIVE,HIDDEN_404,vertical_hold,moderate (2),alts:2|comps:1,product:siux-diablo-revolution-2026,uniqueness_duplicative,Siux Diablo Revolution 2026 Review
P1,NEEDS_UNIQUE_REWRITE,review,fitness,skierg2-wall-mount,/reviews/skierg2-wall-mount,published,DUPLICATIVE,DUPLICATIVE,HIDDEN_404,vertical_hold,moderate (2),alts:2,product:skierg2-wall-mount,uniqueness_duplicative,SkiErg2 Wall-Mount Trainer Review
P1,NEEDS_UNIQUE_REWRITE,review,fitness,sole-f80-treadmill,/reviews/sole-f80-treadmill,published,DUPLICATIVE,DUPLICATIVE,HIDDEN_404,vertical_hold,moderate (2),alts:2|comps:1,product:sole-f80-treadmill,uniqueness_duplicative,Sole F80 Treadmill Review
P1,NEEDS_UNIQUE_REWRITE,review,padel,starvie-basalto-osiris-2026,/reviews/starvie-basalto-osiris-2026,published,DUPLICATIVE,DUPLICATIVE,HIDDEN_404,vertical_hold,thin (1),alts:2,product:starvie-basalto-osiris-2026,uniqueness_duplicative,StarVie Basalto Osiris 2026 Review
P1,NEEDS_UNIQUE_REWRITE,review,padel,starvie-titania-kepler-2026,/reviews/starvie-titania-kepler-2026,published,DUPLICATIVE,DUPLICATIVE,HIDDEN_404,vertical_hold,thin (1),alts:2,product:starvie-titania-kepler-2026,uniqueness_duplicative,StarVie Titania Kepler 2026 Review
P1,NEEDS_UNIQUE_REWRITE,review,tennis,tecnifibre-tf40-305,/reviews/tecnifibre-tf40-305,published,DUPLICATIVE,DUPLICATIVE,HIDDEN_404,vertical_hold,thin (1),alts:2,product:tecnifibre-tf40-305,uniqueness_duplicative,Tecnifibre TF40 305 16x19 Review
P1,NEEDS_UNIQUE_REWRITE,review,tennis,tecnifibre-tfight-300s-2025,/reviews/tecnifibre-tfight-300s-2025,published,DUPLICATIVE,DUPLICATIVE,HIDDEN_404,vertical_hold,thin (1),alts:3,product:tecnifibre-tfight-300s-2025,uniqueness_duplicative,Tecnifibre TFight 300S 2025 Review
P1,NEEDS_UNIQUE_REWRITE,review,padel,tecnifibre-wall-breaker-365,/reviews/tecnifibre-wall-breaker-365,published,DUPLICATIVE,DUPLICATIVE,HIDDEN_404,vertical_hold,thin (1),alts:4,product:tecnifibre-wall-breaker-365,uniqueness_duplicative,Tecnifibre Wall Breaker 365 Review
P1,NEEDS_UNIQUE_REWRITE,review,fitness,tyr-cxt-1,/reviews/tyr-cxt-1,published,DUPLICATIVE,DUPLICATIVE,HIDDEN_404,vertical_hold,moderate (3),alts:4|comps:1,product:tyr-cxt-1,uniqueness_duplicative,TYR CXT-1 Review
P1,NEEDS_UNIQUE_REWRITE,review,fitness,tyr-cxt-2,/reviews/tyr-cxt-2,published,DUPLICATIVE,DUPLICATIVE,HIDDEN_404,vertical_hold,moderate (3),alts:4|comps:2,product:tyr-cxt-2,uniqueness_duplicative,TYR CXT-2 Review
P1,NEEDS_UNIQUE_REWRITE,review,fitness,tyr-cxt1-trainer,/reviews/tyr-cxt1-trainer,published,DUPLICATIVE,DUPLICATIVE,HIDDEN_404,vertical_hold,moderate (2),alts:4,product:tyr-cxt1-trainer,uniqueness_duplicative,TYR CXT-1 Trainer Review
P1,NEEDS_UNIQUE_REWRITE,review,fitness,ua-charged-commit-4,/reviews/ua-charged-commit-4,published,DUPLICATIVE,DUPLICATIVE,HIDDEN_404,vertical_hold,moderate (2),alts:4,product:ua-charged-commit-4,uniqueness_duplicative,Under Armour Charged Commit 4 Review
P1,NEEDS_UNIQUE_REWRITE,review,fitness,ua-project-rock-bsr-4,/reviews/ua-project-rock-bsr-4,published,DUPLICATIVE,DUPLICATIVE,HIDDEN_404,vertical_hold,moderate (2),alts:3,product:ua-project-rock-bsr-4,uniqueness_duplicative,Under Armour Project Rock BSR 4 Review
P1,NEEDS_UNIQUE_REWRITE,review,fitness,ua-reign-lifter,/reviews/ua-reign-lifter,published,DUPLICATIVE,DUPLICATIVE,HIDDEN_404,vertical_hold,moderate (2),alts:4,product:ua-reign-lifter,uniqueness_duplicative,Under Armour Reign Lifter Review
P1,NEEDS_UNIQUE_REWRITE,review,fitness,ua-tribase-reign-6,/reviews/ua-tribase-reign-6,published,DUPLICATIVE,DUPLICATIVE,HIDDEN_404,vertical_hold,moderate (2),alts:3|comps:1,product:ua-tribase-reign-6,uniqueness_duplicative,Under Armour TriBase Reign 6 Review
P1,NEEDS_UNIQUE_REWRITE,review,padel,varlion-lw-carbon-difusor-2026,/reviews/varlion-lw-carbon-difusor-2026,published,DUPLICATIVE,DUPLICATIVE,HIDDEN_404,vertical_hold,thin (1),alts:2,product:varlion-lw-carbon-difusor-2026,uniqueness_duplicative,Varlion LW Carbon Difusor 2026 Review
P1,NEEDS_UNIQUE_REWRITE,review,fitness,vivobarefoot-primus-lite-iii,/reviews/vivobarefoot-primus-lite-iii,published,DUPLICATIVE,DUPLICATIVE,HIDDEN_404,vertical_hold,moderate (2),alts:4,product:vivobarefoot-primus-lite-iii,uniqueness_duplicative,Vivobarefoot Primus Lite III Review
P1,NEEDS_UNIQUE_REWRITE,review,fitness,waterrower-a1,/reviews/waterrower-a1,published,DUPLICATIVE,DUPLICATIVE,HIDDEN_404,vertical_hold,moderate (2),alts:2,product:waterrower-a1,uniqueness_duplicative,WaterRower A1 Home Review
P1,NEEDS_UNIQUE_REWRITE,review,padel,wilson-bela-pro-v2-2026,/reviews/wilson-bela-pro-v2-2026,published,DUPLICATIVE,DUPLICATIVE,HIDDEN_404,vertical_hold,moderate (2),alts:2|comps:1,product:wilson-bela-pro-v2-2026,uniqueness_duplicative,Wilson Bela Pro V2 2026 Review
P1,NEEDS_UNIQUE_REWRITE,review,tennis,wilson-blade-100-v9,/reviews/wilson-blade-100-v9,published,DUPLICATIVE,DUPLICATIVE,HIDDEN_404,vertical_hold,thin (1),alts:3,product:wilson-blade-100-v9,uniqueness_duplicative,Wilson Blade 100 v9 Review
P1,NEEDS_UNIQUE_REWRITE,review,tennis,wilson-blade-98-v8,/reviews/wilson-blade-98-v8,published,DUPLICATIVE,DUPLICATIVE,HIDDEN_404,vertical_hold,thin (1),alts:3|comps:1,product:wilson-blade-98-v8,uniqueness_duplicative,Wilson Blade 98 16x19 v8 Review
P1,NEEDS_UNIQUE_REWRITE,review,tennis,wilson-blade-98-v9,/reviews/wilson-blade-98-v9,published,DUPLICATIVE,DUPLICATIVE,HIDDEN_404,vertical_hold,thin (1),alts:4|comps:1,product:wilson-blade-98-v9,uniqueness_duplicative,Wilson Blade 98 16x19 v9 Review
P1,NEEDS_UNIQUE_REWRITE,review,padel,wilson-blade-pro-v2-padel-2026,/reviews/wilson-blade-pro-v2-padel-2026,published,DUPLICATIVE,DUPLICATIVE,HIDDEN_404,vertical_hold,thin (1),alts:2,product:wilson-blade-pro-v2-padel-2026,uniqueness_duplicative,Wilson Blade Pro V2 Padel 2026 Review
P1,NEEDS_UNIQUE_REWRITE,review,tennis,wilson-clash-100-v2,/reviews/wilson-clash-100-v2,published,DUPLICATIVE,DUPLICATIVE,HIDDEN_404,vertical_hold,thin (1),alts:2|comps:1,product:wilson-clash-100-v2,uniqueness_duplicative,Wilson Clash 100 v2 Review
P1,NEEDS_UNIQUE_REWRITE,review,tennis,wilson-clash-100-v3,/reviews/wilson-clash-100-v3,published,DUPLICATIVE,DUPLICATIVE,HIDDEN_404,vertical_hold,thin (1),alts:3|comps:1,product:wilson-clash-100-v3,uniqueness_duplicative,Wilson Clash 100 v3 Review
P1,NEEDS_UNIQUE_REWRITE,review,padel,wilson-rush-pro-5-padel,/reviews/wilson-rush-pro-5-padel,published,DUPLICATIVE,DUPLICATIVE,HIDDEN_404,vertical_hold,moderate (2),alts:4,product:wilson-rush-pro-5-padel,uniqueness_duplicative,Wilson Rush Pro 5 Padel Review
P1,NEEDS_UNIQUE_REWRITE,review,padel,wilson-rush-pro-ace,/reviews/wilson-rush-pro-ace,published,DUPLICATIVE,DUPLICATIVE,HIDDEN_404,vertical_hold,thin (1),alts:4,product:wilson-rush-pro-ace,uniqueness_duplicative,Wilson Rush Pro Ace Review
P1,NEEDS_UNIQUE_REWRITE,review,fitness,woodway-curve-trainer,/reviews/woodway-curve-trainer,published,DUPLICATIVE,DUPLICATIVE,HIDDEN_404,vertical_hold,moderate (2),alts:2,product:woodway-curve-trainer,uniqueness_duplicative,Woodway Curve Trainer Review
P1,NEEDS_UNIQUE_REWRITE,review,fitness,xebex-ski-erg,/reviews/xebex-ski-erg,published,DUPLICATIVE,DUPLICATIVE,HIDDEN_404,vertical_hold,moderate (2),alts:2,product:xebex-ski-erg,uniqueness_duplicative,Xebex Ski Erg Review
P1,NEEDS_UNIQUE_REWRITE,review,fitness,xero-prio,/reviews/xero-prio,published,DUPLICATIVE,DUPLICATIVE,HIDDEN_404,vertical_hold,moderate (2),alts:4,product:xero-prio,uniqueness_duplicative,Xero Shoes Prio Review
P1,NEEDS_UNIQUE_REWRITE,review,tennis,yonex-ezone-100-2025,/reviews/yonex-ezone-100-2025,published,DUPLICATIVE,DUPLICATIVE,HIDDEN_404,vertical_hold,thin (1),alts:3|comps:1,product:yonex-ezone-100-2025,uniqueness_duplicative,Yonex EZONE 100 8th Gen 2025 Review
P1,NEEDS_UNIQUE_REWRITE,review,tennis,yonex-ezone-98-2024,/reviews/yonex-ezone-98-2024,published,DUPLICATIVE,DUPLICATIVE,HIDDEN_404,vertical_hold,thin (1),alts:2|comps:1,product:yonex-ezone-98-2024,uniqueness_duplicative,Yonex EZONE 98 2024 Review
P1,NEEDS_UNIQUE_REWRITE,review,tennis,yonex-vcore-100-2023,/reviews/yonex-vcore-100-2023,published,DUPLICATIVE,DUPLICATIVE,HIDDEN_404,vertical_hold,thin (1),alts:2|comps:1,product:yonex-vcore-100-2023,uniqueness_duplicative,Yonex VCORE 100 2023 Review
P1,NEEDS_UNIQUE_REWRITE,review,tennis,yonex-vcore-98-2026,/reviews/yonex-vcore-98-2026,published,DUPLICATIVE,DUPLICATIVE,HIDDEN_404,vertical_hold,thin (1),alts:3,product:yonex-vcore-98-2026,uniqueness_duplicative,Yonex VCORE 98 8th Gen 2026 Review
P1,NEEDS_INTENT_DIFFERENTIATION,comparison,tennis,babolat-pure-drive-2025-vs-wilson-clash-100-v2,/compare/babolat-pure-drive-2025-vs-wilson-clash-100-v2,published,MEANINGFUL,NEEDS_DIFFERENTIATION,HIDDEN_404,vertical_hold,n/a,pairwise,product:babolat-pure-drive-2025;product:wilson-clash-100-v2,uniqueness_needs_diff;meaningful_comparison,Babolat Pure Drive 2025 vs Wilson Clash 100 v2
P1,NEEDS_INTENT_DIFFERENTIATION,comparison,padel,babolat-technical-viper-2026-vs-wilson-bela-pro-v2-2026,/compare/babolat-technical-viper-2026-vs-wilson-bela-pro-v2-2026,published,MEANINGFUL,NEEDS_DIFFERENTIATION,HIDDEN_404,vertical_hold,n/a,pairwise,product:babolat-technical-viper-2026;product:wilson-bela-pro-v2-2026,uniqueness_needs_diff;meaningful_comparison,Babolat Technical Viper 2026 vs Wilson Bela Pro V2 2026
P1,NEEDS_INTENT_DIFFERENTIATION,comparison,fitness,concept2-rowerg-vs-hydrow-wave,/compare/concept2-rowerg-vs-hydrow-wave,published,MEANINGFUL,NEEDS_DIFFERENTIATION,HIDDEN_404,vertical_hold,n/a,pairwise,product:concept2-rowerg;product:hydrow-wave,uniqueness_needs_diff;meaningful_comparison,Concept2 RowErg vs Hydrow Wave
P1,NEEDS_INTENT_DIFFERENTIATION,comparison,fitness,concept2-rowerg-vs-mirafit-magnetic-rower,/compare/concept2-rowerg-vs-mirafit-magnetic-rower,published,MEANINGFUL,NEEDS_DIFFERENTIATION,HIDDEN_404,vertical_hold,n/a,pairwise,product:concept2-rowerg;product:mirafit-magnetic-rower,uniqueness_needs_diff;meaningful_comparison,Concept2 RowErg vs Mirafit Magnetic Rower
P1,NEEDS_INTENT_DIFFERENTIATION,comparison,padel,nox-at10-genius-18k-2026-vs-babolat-technical-viper-2026,/compare/nox-at10-genius-18k-2026-vs-babolat-technical-viper-2026,published,MEANINGFUL,NEEDS_DIFFERENTIATION,HIDDEN_404,vertical_hold,n/a,pairwise,product:nox-at10-genius-18k-2026;product:babolat-technical-viper-2026,uniqueness_needs_diff;meaningful_comparison,Nox AT10 Genius 18K 2026 vs Babolat Technical Viper 2026
P1,NEEDS_INTENT_DIFFERENTIATION,comparison,padel,nox-at10-genius-18k-2026-vs-bullpadel-vertex-04-2026,/compare/nox-at10-genius-18k-2026-vs-bullpadel-vertex-04-2026,published,MEANINGFUL,NEEDS_DIFFERENTIATION,HIDDEN_404,vertical_hold,n/a,pairwise,product:nox-at10-genius-18k-2026;product:bullpadel-vertex-04,uniqueness_needs_diff;meaningful_comparison,Nox AT10 Genius 18K 2026 vs Bullpadel Vertex 04 2026
P1,NEEDS_INTENT_DIFFERENTIATION,comparison,tennis,yonex-ezone-100-2025-vs-wilson-clash-100-v3,/compare/yonex-ezone-100-2025-vs-wilson-clash-100-v3,published,MEANINGFUL,NEEDS_DIFFERENTIATION,HIDDEN_404,vertical_hold,n/a,pairwise,product:yonex-ezone-100-2025;product:wilson-clash-100-v3,uniqueness_needs_diff;meaningful_comparison,Yonex EZONE 100 2025 vs Wilson Clash 100 v3
P1,NEEDS_RELATIONSHIP_FIX,alternatives,fitness,adidas-adipower-weightlifting-2,/products/adidas-adipower-weightlifting-2/alternatives,published,INELIGIBLE,N/A,HIDDEN_404,parent_product_hidden|vertical_hold,n/a,alts:0|types:0,source:adidas-adipower-weightlifting-2,need ≥3 alternatives (have 0);need ≥2 distinct alternative types;need meaningful unique reasons on ≥3 alts;field_alts_without_graph,adidas Adipower Weightlifting 2 alternatives
P1,NEEDS_RELATIONSHIP_FIX,alternatives,fitness,adidas-adipower-weightlifting-3,/products/adidas-adipower-weightlifting-3/alternatives,published,INELIGIBLE,N/A,HIDDEN_404,parent_product_hidden|vertical_hold,n/a,alts:0|types:0,source:adidas-adipower-weightlifting-3,need ≥3 alternatives (have 0);need ≥2 distinct alternative types;need meaningful unique reasons on ≥3 alts;field_alts_without_graph,adidas Adipower Weightlifting 3 alternatives
P1,NEEDS_RELATIONSHIP_FIX,alternatives,padel,adidas-courtjam-control-3,/products/adidas-courtjam-control-3/alternatives,published,INELIGIBLE,N/A,HIDDEN_404,parent_product_hidden|vertical_hold,n/a,alts:0|types:0,source:adidas-courtjam-control-3,need ≥3 alternatives (have 0);need ≥2 distinct alternative types;need meaningful unique reasons on ≥3 alts;field_alts_without_graph,Adidas CourtJam Control 3 alternatives
P1,NEEDS_RELATIONSHIP_FIX,alternatives,padel,adidas-courtquick-padel-women,/products/adidas-courtquick-padel-women/alternatives,published,INELIGIBLE,N/A,HIDDEN_404,parent_product_hidden|vertical_hold,n/a,alts:0|types:0,source:adidas-courtquick-padel-women,need ≥3 alternatives (have 0);need ≥2 distinct alternative types;need meaningful unique reasons on ≥3 alts;field_alts_without_graph,Adidas Courtquick Padel Women alternatives
P1,NEEDS_RELATIONSHIP_FIX,alternatives,padel,adidas-courtstabil-padel,/products/adidas-courtstabil-padel/alternatives,published,INELIGIBLE,N/A,HIDDEN_404,parent_product_hidden|vertical_hold,n/a,alts:1|types:1,source:adidas-courtstabil-padel;alt:joma-t-slam,need ≥3 alternatives (have 1);need ≥2 distinct alternative types;need meaningful unique reasons on ≥3 alts,Adidas Courtquick Padel alternatives
P1,NEEDS_RELATIONSHIP_FIX,alternatives,padel,adidas-crazyquick-boost-padel-women,/products/adidas-crazyquick-boost-padel-women/alternatives,published,INELIGIBLE,N/A,HIDDEN_404,parent_product_hidden|vertical_hold,n/a,alts:0|types:0,source:adidas-crazyquick-boost-padel-women,need ≥3 alternatives (have 0);need ≥2 distinct alternative types;need meaningful unique reasons on ≥3 alts;field_alts_without_graph,Adidas Crazyquick Boost Padel Women alternatives
P1,NEEDS_RELATIONSHIP_FIX,alternatives,padel,adidas-crazyquick-boost-padel,/products/adidas-crazyquick-boost-padel/alternatives,published,INELIGIBLE,N/A,HIDDEN_404,parent_product_hidden|vertical_hold,n/a,alts:0|types:0,source:adidas-crazyquick-boost-padel,need ≥3 alternatives (have 0);need ≥2 distinct alternative types;need meaningful unique reasons on ≥3 alts;field_alts_without_graph,Adidas Crazyquick Boost Padel alternatives
P1,NEEDS_RELATIONSHIP_FIX,alternatives,fitness,adidas-dropset-2,/products/adidas-dropset-2/alternatives,published,INELIGIBLE,N/A,HIDDEN_404,parent_product_hidden|vertical_hold,n/a,alts:0|types:0,source:adidas-dropset-2,need ≥3 alternatives (have 0);need ≥2 distinct alternative types;need meaningful unique reasons on ≥3 alts;field_alts_without_graph,adidas Dropset 2 alternatives
P1,NEEDS_RELATIONSHIP_FIX,alternatives,fitness,adidas-dropset-3,/products/adidas-dropset-3/alternatives,published,INELIGIBLE,N/A,HIDDEN_404,parent_product_hidden|vertical_hold,n/a,alts:0|types:0,source:adidas-dropset-3,need ≥3 alternatives (have 0);need ≥2 distinct alternative types;need meaningful unique reasons on ≥3 alts;field_alts_without_graph,adidas Dropset 3 alternatives
P1,NEEDS_RELATIONSHIP_FIX,alternatives,padel,adidas-gamecourt-2,/products/adidas-gamecourt-2/alternatives,published,INELIGIBLE,N/A,HIDDEN_404,parent_product_hidden|vertical_hold,n/a,alts:0|types:0,source:adidas-gamecourt-2,need ≥3 alternatives (have 0);need ≥2 distinct alternative types;need meaningful unique reasons on ≥3 alts;field_alts_without_graph,Adidas Gamecourt 2 alternatives
P1,NEEDS_RELATIONSHIP_FIX,alternatives,padel,adidas-metalbone-2026,/products/adidas-metalbone-2026/alternatives,published,INELIGIBLE,N/A,HIDDEN_404,parent_product_hidden|vertical_hold,n/a,alts:1|types:1,source:adidas-metalbone-2026;alt:nox-at10-genius-12k-alum-xtrem-2026,need ≥3 alternatives (have 1);need ≥2 distinct alternative types;need meaningful unique reasons on ≥3 alts,Adidas Metalbone 2026 alternatives
P1,NEEDS_RELATIONSHIP_FIX,alternatives,padel,adidas-metalbone-hrd-2026,/products/adidas-metalbone-hrd-2026/alternatives,published,INELIGIBLE,N/A,HIDDEN_404,parent_product_hidden|vertical_hold,n/a,alts:1|types:1,source:adidas-metalbone-hrd-2026;alt:adidas-metalbone-2026,need ≥3 alternatives (have 1);need ≥2 distinct alternative types;need meaningful unique reasons on ≥3 alts,Adidas Metalbone HRD 2026 alternatives
P1,NEEDS_RELATIONSHIP_FIX,alternatives,fitness,adidas-powerlift-5,/products/adidas-powerlift-5/alternatives,published,INELIGIBLE,N/A,HIDDEN_404,parent_product_hidden|vertical_hold,n/a,alts:0|types:0,source:adidas-powerlift-5,need ≥3 alternatives (have 0);need ≥2 distinct alternative types;need meaningful unique reasons on ≥3 alts;field_alts_without_graph,adidas Powerlift 5 alternatives
P1,NEEDS_RELATIONSHIP_FIX,alternatives,fitness,adidas-rapidmove-adv,/products/adidas-rapidmove-adv/alternatives,published,INELIGIBLE,N/A,HIDDEN_404,parent_product_hidden|vertical_hold,n/a,alts:0|types:0,source:adidas-rapidmove-adv,need ≥3 alternatives (have 0);need ≥2 distinct alternative types;need meaningful unique reasons on ≥3 alts;field_alts_without_graph,adidas Rapidmove ADV alternatives
P1,NEEDS_RELATIONSHIP_FIX,alternatives,padel,adidas-solecourt-boost-padel,/products/adidas-solecourt-boost-padel/alternatives,draft,INELIGIBLE,N/A,HIDDEN_404,parent_product_hidden|vertical_hold,n/a,alts:0|types:0,source:adidas-solecourt-boost-padel,source product not published;need ≥3 alternatives (have 0);need ≥2 distinct alternative types;need meaningful unique reasons on ≥3 alts;field_alts_without_graph,Adidas Solecourt Boost Padel alternatives
P1,NEEDS_RELATIONSHIP_FIX,alternatives,padel,adidas-solematch-control-2,/products/adidas-solematch-control-2/alternatives,published,INELIGIBLE,N/A,HIDDEN_404,parent_product_hidden|vertical_hold,n/a,alts:0|types:0,source:adidas-solematch-control-2,need ≥3 alternatives (have 0);need ≥2 distinct alternative types;need meaningful unique reasons on ≥3 alts;field_alts_without_graph,Adidas Solematch Control 2 alternatives
P1,NEEDS_RELATIONSHIP_FIX,alternatives,fitness,adidas-the-total,/products/adidas-the-total/alternatives,published,INELIGIBLE,N/A,HIDDEN_404,parent_product_hidden|vertical_hold,n/a,alts:0|types:0,source:adidas-the-total,need ≥3 alternatives (have 0);need ≥2 distinct alternative types;need meaningful unique reasons on ≥3 alts;field_alts_without_graph,adidas The Total alternatives
P1,NEEDS_RELATIONSHIP_FIX,alternatives,padel,asics-game-ff-padel,/products/asics-game-ff-padel/alternatives,published,INELIGIBLE,N/A,HIDDEN_404,parent_product_hidden|vertical_hold,n/a,alts:0|types:0,source:asics-game-ff-padel,need ≥3 alternatives (have 0);need ≥2 distinct alternative types;need meaningful unique reasons on ≥3 alts;field_alts_without_graph,ASICS Game FF Padel alternatives
P1,NEEDS_RELATIONSHIP_FIX,alternatives,padel,asics-gel-challenger-court,/products/asics-gel-challenger-court/alternatives,published,INELIGIBLE,N/A,HIDDEN_404,parent_product_hidden|vertical_hold,n/a,alts:1|types:1,source:asics-gel-challenger-court;alt:asics-gel-resolution-padel,need ≥3 alternatives (have 1);need ≥2 distinct alternative types;need meaningful unique reasons on ≥3 alts,ASICS Gel-Challenger Court alternatives
P1,NEEDS_RELATIONSHIP_FIX,alternatives,padel,asics-gel-dedicate-8-padel,/products/asics-gel-dedicate-8-padel/alternatives,published,INELIGIBLE,N/A,HIDDEN_404,parent_product_hidden|vertical_hold,n/a,alts:0|types:0,source:asics-gel-dedicate-8-padel,need ≥3 alternatives (have 0);need ≥2 distinct alternative types;need meaningful unique reasons on ≥3 alts;field_alts_without_graph,ASICS Gel-Dedicate 8 Padel alternatives
P1,NEEDS_RELATIONSHIP_FIX,alternatives,padel,asics-gel-dedicate-8,/products/asics-gel-dedicate-8/alternatives,published,INELIGIBLE,N/A,HIDDEN_404,parent_product_hidden|vertical_hold,n/a,alts:0|types:0,source:asics-gel-dedicate-8,need ≥3 alternatives (have 0);need ≥2 distinct alternative types;need meaningful unique reasons on ≥3 alts;field_alts_without_graph,ASICS Gel-Dedicate 8 alternatives
P1,NEEDS_RELATIONSHIP_FIX,alternatives,fitness,asics-gel-quantum-360-8,/products/asics-gel-quantum-360-8/alternatives,published,INELIGIBLE,N/A,HIDDEN_404,parent_product_hidden|vertical_hold,n/a,alts:0|types:0,source:asics-gel-quantum-360-8,need ≥3 alternatives (have 0);need ≥2 distinct alternative types;need meaningful unique reasons on ≥3 alts;field_alts_without_graph,ASICS GEL-Quantum 360 8 alternatives
P1,NEEDS_RELATIONSHIP_FIX,alternatives,padel,asics-gel-resolution-9-clay,/products/asics-gel-resolution-9-clay/alternatives,published,INELIGIBLE,N/A,HIDDEN_404,parent_product_hidden|vertical_hold,n/a,alts:0|types:0,source:asics-gel-resolution-9-clay,need ≥3 alternatives (have 0);need ≥2 distinct alternative types;need meaningful unique reasons on ≥3 alts;field_alts_without_graph,ASICS Gel-Resolution 9 Clay alternatives
P1,NEEDS_RELATIONSHIP_FIX,alternatives,padel,asics-gel-resolution-padel-women,/products/asics-gel-resolution-padel-women/alternatives,published,INELIGIBLE,N/A,HIDDEN_404,parent_product_hidden|vertical_hold,n/a,alts:0|types:0,source:asics-gel-resolution-padel-women,need ≥3 alternatives (have 0);need ≥2 distinct alternative types;need meaningful unique reasons on ≥3 alts;field_alts_without_graph,ASICS Gel-Resolution Padel Women alternatives
P1,NEEDS_RELATIONSHIP_FIX,alternatives,padel,asics-gel-resolution-padel,/products/asics-gel-resolution-padel/alternatives,published,INELIGIBLE,N/A,HIDDEN_404,parent_product_hidden|vertical_hold,n/a,alts:1|types:1,source:asics-gel-resolution-padel;alt:asics-gel-challenger-court,need ≥3 alternatives (have 1);need ≥2 distinct alternative types;need meaningful unique reasons on ≥3 alts,ASICS Gel-Resolution Padel alternatives
P1,NEEDS_RELATIONSHIP_FIX,alternatives,padel,asics-solution-speed-ff-3,/products/asics-solution-speed-ff-3/alternatives,published,INELIGIBLE,N/A,HIDDEN_404,parent_product_hidden|vertical_hold,n/a,alts:0|types:0,source:asics-solution-speed-ff-3,need ≥3 alternatives (have 0);need ≥2 distinct alternative types;need meaningful unique reasons on ≥3 alts;field_alts_without_graph,ASICS Solution Speed FF 3 alternatives
P1,NEEDS_RELATIONSHIP_FIX,alternatives,padel,asics-solution-swift-ff-padel-women,/products/asics-solution-swift-ff-padel-women/alternatives,published,INELIGIBLE,N/A,HIDDEN_404,parent_product_hidden|vertical_hold,n/a,alts:0|types:0,source:asics-solution-swift-ff-padel-women,need ≥3 alternatives (have 0);need ≥2 distinct alternative types;need meaningful unique reasons on ≥3 alts;field_alts_without_graph,ASICS Solution Swift FF Padel Women alternatives
