issue_id,severity,url,page_type,entity_slug,section,issue_class,issue_subclass,rendered_excerpt,image_path,related_entity,root_cause,source_file,source_field,transform,component,detector_that_should_have_caught_it,why_detector_missed,recommended_fix_class,confidence,status
RQ-06756,BLOCKER,https://kitletics.com/products/100-percent-s3,product,100-percent-s3,section:sec-durability,TOKEN_LEAK,skuslug|concatenated_token_phrase,Durability HiPER race shield with simple lens swaps — strong bright-sun road tool under Kato money; not the first pick for photochromic trail ultras. Race-shield coverage at a sharper price than Oakley Kato Spare clear/low-light lens common in kits Secure sport fit for hard road…,,p53_indexable_uniqueness_tokens,uniqueTokenList/skuStamp + specDumpSentence concatenated identifiers written into overlay JSON; page-time enrichTestingContext preserves 'How we assessed it' dumps; section keepers do not strip stamps; reviews.ts dedupeReviewsBySlug first-wins so P54/P53 beat handwritten copy,src/content/reviews-p53-differentiation.json,section:sec-durability,"getProductReviewSummary uses raw overlay review, not enrichReviewForPage",ReviewPage/section,canPublishReview.containsInternalTerminology + assessReviewArticle + site:audit CONTENT INTERNAL_LEAK + isReportOrJunkVoice,INTERNAL_PATTERNS omit sku concatenations; isReportOrJunkVoice has no identifier detector; quality-contract treats testingContext as disclosure; uniqueness Jaccard is improved by unique stamps; launch assessor uses length/presence (tokens inflate word count); site:audit samples 15 reviews,STRIP_UNIQUENESS_TOKENS_AND_REGENERATE_PUBLIC_COPY,high,OPEN
RQ-06757,BLOCKER,https://kitletics.com/reviews/100-percent-s3,review,100-percent-s3,section:sec-strengths,TOKEN_LEAK,skuslug|concatenated_token_phrase,Where it is strongest HiPER (interchangeable) lensType — hiperinterchangeablelenstype is the concatenated lensType token for 100% S3 (HiPER (interchangeable)). shield frameStyle — shieldframestyle is the concatenated frameStyle token for 100% S3 (shield). 32 weight — 32weight is…,,p53_indexable_uniqueness_tokens,uniqueTokenList/skuStamp + specDumpSentence concatenated identifiers written into overlay JSON; page-time enrichTestingContext preserves 'How we assessed it' dumps; section keepers do not strip stamps; reviews.ts dedupeReviewsBySlug first-wins so P54/P53 beat handwritten copy,src/content/reviews-p53-differentiation.json,section:sec-strengths,enrichReviewForPage preserves overlay,ReviewPage/section,canPublishReview.containsInternalTerminology + assessReviewArticle + site:audit CONTENT INTERNAL_LEAK + isReportOrJunkVoice,INTERNAL_PATTERNS omit sku concatenations; isReportOrJunkVoice has no identifier detector; quality-contract treats testingContext as disclosure; uniqueness Jaccard is improved by unique stamps; launch assessor uses length/presence (tokens inflate word count); site:audit samples 15 reviews,STRIP_UNIQUENESS_TOKENS_AND_REGENERATE_PUBLIC_COPY,high,OPEN
RQ-06758,BLOCKER,https://kitletics.com/products/100-percent-s3,product,100-percent-s3,section:sec-strengths,TOKEN_LEAK,skuslug|concatenated_token_phrase,Where it is strongest HiPER (interchangeable) lensType — hiperinterchangeablelenstype is the concatenated lensType token for 100% S3 (HiPER (interchangeable)). shield frameStyle — shieldframestyle is the concatenated frameStyle token for 100% S3 (shield). 32 weight — 32weight is…,,p53_indexable_uniqueness_tokens,uniqueTokenList/skuStamp + specDumpSentence concatenated identifiers written into overlay JSON; page-time enrichTestingContext preserves 'How we assessed it' dumps; section keepers do not strip stamps; reviews.ts dedupeReviewsBySlug first-wins so P54/P53 beat handwritten copy,src/content/reviews-p53-differentiation.json,section:sec-strengths,"getProductReviewSummary uses raw overlay review, not enrichReviewForPage",ReviewPage/section,canPublishReview.containsInternalTerminology + assessReviewArticle + site:audit CONTENT INTERNAL_LEAK + isReportOrJunkVoice,INTERNAL_PATTERNS omit sku concatenations; isReportOrJunkVoice has no identifier detector; quality-contract treats testingContext as disclosure; uniqueness Jaccard is improved by unique stamps; launch assessor uses length/presence (tokens inflate word count); site:audit samples 15 reviews,STRIP_UNIQUENESS_TOKENS_AND_REGENERATE_PUBLIC_COPY,high,OPEN
RQ-06759,BLOCKER,https://kitletics.com/reviews/226ers-high-energy-gel,review,226ers-high-energy-gel,verdict,TOKEN_LEAK,skuslug|concatenated_token_phrase,skuslug226ershighenergygel geltype 1gelsachetservingsize 50carbsperserving nocaffeine waterrecommendedfluidrequired gelform multipleflavoursflavour singleboxpacksize Higher-carb gel format aimed at long efforts when you want more carbohydrate per sachet than a classic 20–25g gel…,,p53_indexable_uniqueness_tokens,uniqueTokenList/skuStamp + specDumpSentence concatenated identifiers written into overlay JSON; page-time enrichTestingContext preserves 'How we assessed it' dumps; section keepers do not strip stamps; reviews.ts dedupeReviewsBySlug first-wins so P54/P53 beat handwritten copy,src/content/reviews-p53-differentiation.json,verdict,enrichReviewForPage preserves overlay,ReviewPage/verdict,canPublishReview.containsInternalTerminology + assessReviewArticle + site:audit CONTENT INTERNAL_LEAK + isReportOrJunkVoice,INTERNAL_PATTERNS omit sku concatenations; isReportOrJunkVoice has no identifier detector; quality-contract treats testingContext as disclosure; uniqueness Jaccard is improved by unique stamps; launch assessor uses length/presence (tokens inflate word count); site:audit samples 15 reviews,STRIP_UNIQUENESS_TOKENS_AND_REGENERATE_PUBLIC_COPY,high,OPEN
RQ-06760,BLOCKER,https://kitletics.com/products/226ers-high-energy-gel,product,226ers-high-energy-gel,verdict,TOKEN_LEAK,skuslug|concatenated_token_phrase,skuslug226ershighenergygel geltype 1gelsachetservingsize 50carbsperserving nocaffeine waterrecommendedfluidrequired gelform multipleflavoursflavour singleboxpacksize Higher-carb gel format aimed at long efforts when you want more carbohydrate per sachet than a classic 20–25g gel…,,p53_indexable_uniqueness_tokens,uniqueTokenList/skuStamp + specDumpSentence concatenated identifiers written into overlay JSON; page-time enrichTestingContext preserves 'How we assessed it' dumps; section keepers do not strip stamps; reviews.ts dedupeReviewsBySlug first-wins so P54/P53 beat handwritten copy,src/content/reviews-p53-differentiation.json,verdict,"getProductReviewSummary uses raw overlay review, not enrichReviewForPage",ReviewPage/verdict,canPublishReview.containsInternalTerminology + assessReviewArticle + site:audit CONTENT INTERNAL_LEAK + isReportOrJunkVoice,INTERNAL_PATTERNS omit sku concatenations; isReportOrJunkVoice has no identifier detector; quality-contract treats testingContext as disclosure; uniqueness Jaccard is improved by unique stamps; launch assessor uses length/presence (tokens inflate word count); site:audit samples 15 reviews,STRIP_UNIQUENESS_TOKENS_AND_REGENERATE_PUBLIC_COPY,high,OPEN
RQ-06761,BLOCKER,https://kitletics.com/reviews/226ers-high-energy-gel,review,226ers-high-energy-gel,final_verdict,TOKEN_LEAK,skuslug|concatenated_token_phrase,skuslug226ershighenergygel geltype 1gelsachetservingsize 50carbsperserving nocaffeine waterrecommendedfluidrequired gelform multipleflavoursflavour singleboxpacksize Higher-carb gel format aimed at long efforts when you want more carbohydrate per sachet than a classic 20–25g gel…,,p53_indexable_uniqueness_tokens,uniqueTokenList/skuStamp + specDumpSentence concatenated identifiers written into overlay JSON; page-time enrichTestingContext preserves 'How we assessed it' dumps; section keepers do not strip stamps; reviews.ts dedupeReviewsBySlug first-wins so P54/P53 beat handwritten copy,src/content/reviews-p53-differentiation.json,final_verdict,enrichReviewForPage preserves overlay,ReviewPage/bottomLine,canPublishReview.containsInternalTerminology + assessReviewArticle + site:audit CONTENT INTERNAL_LEAK + isReportOrJunkVoice,INTERNAL_PATTERNS omit sku concatenations; isReportOrJunkVoice has no identifier detector; quality-contract treats testingContext as disclosure; uniqueness Jaccard is improved by unique stamps; launch assessor uses length/presence (tokens inflate word count); site:audit samples 15 reviews,STRIP_UNIQUENESS_TOKENS_AND_REGENERATE_PUBLIC_COPY,high,OPEN
RQ-06762,BLOCKER,https://kitletics.com/products/226ers-high-energy-gel,product,226ers-high-energy-gel,final_verdict,TOKEN_LEAK,skuslug|concatenated_token_phrase,skuslug226ershighenergygel geltype 1gelsachetservingsize 50carbsperserving nocaffeine waterrecommendedfluidrequired gelform multipleflavoursflavour singleboxpacksize Higher-carb gel format aimed at long efforts when you want more carbohydrate per sachet than a classic 20–25g gel…,,p53_indexable_uniqueness_tokens,uniqueTokenList/skuStamp + specDumpSentence concatenated identifiers written into overlay JSON; page-time enrichTestingContext preserves 'How we assessed it' dumps; section keepers do not strip stamps; reviews.ts dedupeReviewsBySlug first-wins so P54/P53 beat handwritten copy,src/content/reviews-p53-differentiation.json,final_verdict,"getProductReviewSummary uses raw overlay review, not enrichReviewForPage",ReviewPage/bottomLine,canPublishReview.containsInternalTerminology + assessReviewArticle + site:audit CONTENT INTERNAL_LEAK + isReportOrJunkVoice,INTERNAL_PATTERNS omit sku concatenations; isReportOrJunkVoice has no identifier detector; quality-contract treats testingContext as disclosure; uniqueness Jaccard is improved by unique stamps; launch assessor uses length/presence (tokens inflate word count); site:audit samples 15 reviews,STRIP_UNIQUENESS_TOKENS_AND_REGENERATE_PUBLIC_COPY,high,OPEN
RQ-06763,BLOCKER,https://kitletics.com/reviews/226ers-high-energy-gel,review,226ers-high-energy-gel,summary,TOKEN_LEAK,skuslug|concatenated_token_phrase,skuslug226ershighenergygel geltype 1gelsachetservingsize 50carbsperserving nocaffeine waterrecommendedfluidrequired gelform multipleflavoursflavour singleboxpacksize Higher-carb gel format aimed at long efforts when you want more carbohydrate per sachet than a classic 20–25g gel…,,p53_indexable_uniqueness_tokens,uniqueTokenList/skuStamp + specDumpSentence concatenated identifiers written into overlay JSON; page-time enrichTestingContext preserves 'How we assessed it' dumps; section keepers do not strip stamps; reviews.ts dedupeReviewsBySlug first-wins so P54/P53 beat handwritten copy,src/content/reviews-p53-differentiation.json,summary,enrichReviewForPage preserves overlay,ReviewPage/summary,canPublishReview.containsInternalTerminology + assessReviewArticle + site:audit CONTENT INTERNAL_LEAK + isReportOrJunkVoice,INTERNAL_PATTERNS omit sku concatenations; isReportOrJunkVoice has no identifier detector; quality-contract treats testingContext as disclosure; uniqueness Jaccard is improved by unique stamps; launch assessor uses length/presence (tokens inflate word count); site:audit samples 15 reviews,STRIP_UNIQUENESS_TOKENS_AND_REGENERATE_PUBLIC_COPY,high,OPEN
RQ-06764,BLOCKER,https://kitletics.com/products/226ers-high-energy-gel,product,226ers-high-energy-gel,summary,TOKEN_LEAK,skuslug|concatenated_token_phrase,skuslug226ershighenergygel geltype 1gelsachetservingsize 50carbsperserving nocaffeine waterrecommendedfluidrequired gelform multipleflavoursflavour singleboxpacksize Higher-carb gel format aimed at long efforts when you want more carbohydrate per sachet than a classic 20–25g gel…,,p53_indexable_uniqueness_tokens,uniqueTokenList/skuStamp + specDumpSentence concatenated identifiers written into overlay JSON; page-time enrichTestingContext preserves 'How we assessed it' dumps; section keepers do not strip stamps; reviews.ts dedupeReviewsBySlug first-wins so P54/P53 beat handwritten copy,src/content/reviews-p53-differentiation.json,summary,"getProductReviewSummary uses raw overlay review, not enrichReviewForPage",ReviewPage/summary,canPublishReview.containsInternalTerminology + assessReviewArticle + site:audit CONTENT INTERNAL_LEAK + isReportOrJunkVoice,INTERNAL_PATTERNS omit sku concatenations; isReportOrJunkVoice has no identifier detector; quality-contract treats testingContext as disclosure; uniqueness Jaccard is improved by unique stamps; launch assessor uses length/presence (tokens inflate word count); site:audit samples 15 reviews,STRIP_UNIQUENESS_TOKENS_AND_REGENERATE_PUBLIC_COPY,high,OPEN
RQ-06765,BLOCKER,https://kitletics.com/reviews/226ers-high-energy-gel,review,226ers-high-energy-gel,how_we_assessed,TOKEN_LEAK,skuslug|concatenated_token_phrase|strengths_on_file|limits_on_file,Kitletics Expert Research Review. How we assessed it: 226ERS High Energy Gel as a energy gel (50 g carbs/serving; no caffeine). skuslug226ershighenergygel geltype 1gelsachetservingsize 50carbsperserving nocaffeine waterrecommendedfluidrequired gelform multipleflavoursflavour sin…,,p53_indexable_uniqueness_tokens,uniqueTokenList/skuStamp + specDumpSentence concatenated identifiers written into overlay JSON; page-time enrichTestingContext preserves 'How we assessed it' dumps; section keepers do not strip stamps; reviews.ts dedupeReviewsBySlug first-wins so P54/P53 beat handwritten copy,src/content/reviews-p53-differentiation.json,how_we_assessed,enrichReviewForPage preserves overlay,ReviewPage/testingContext,canPublishReview.containsInternalTerminology + assessReviewArticle + site:audit CONTENT INTERNAL_LEAK + isReportOrJunkVoice,INTERNAL_PATTERNS omit sku concatenations; isReportOrJunkVoice has no identifier detector; quality-contract treats testingContext as disclosure; uniqueness Jaccard is improved by unique stamps; launch assessor uses length/presence (tokens inflate word count); site:audit samples 15 reviews,STRIP_UNIQUENESS_TOKENS_AND_REGENERATE_PUBLIC_COPY,high,OPEN
RQ-06766,BLOCKER,https://kitletics.com/products/226ers-high-energy-gel,product,226ers-high-energy-gel,how_we_assessed,TOKEN_LEAK,skuslug|concatenated_token_phrase|strengths_on_file|limits_on_file,Kitletics Expert Research Review. How we assessed it: 226ERS High Energy Gel as a energy gel (50 g carbs/serving; no caffeine). skuslug226ershighenergygel geltype 1gelsachetservingsize 50carbsperserving nocaffeine waterrecommendedfluidrequired gelform multipleflavoursflavour sin…,,p53_indexable_uniqueness_tokens,uniqueTokenList/skuStamp + specDumpSentence concatenated identifiers written into overlay JSON; page-time enrichTestingContext preserves 'How we assessed it' dumps; section keepers do not strip stamps; reviews.ts dedupeReviewsBySlug first-wins so P54/P53 beat handwritten copy,src/content/reviews-p53-differentiation.json,how_we_assessed,"getProductReviewSummary uses raw overlay review, not enrichReviewForPage",ReviewPage/testingContext,canPublishReview.containsInternalTerminology + assessReviewArticle + site:audit CONTENT INTERNAL_LEAK + isReportOrJunkVoice,INTERNAL_PATTERNS omit sku concatenations; isReportOrJunkVoice has no identifier detector; quality-contract treats testingContext as disclosure; uniqueness Jaccard is improved by unique stamps; launch assessor uses length/presence (tokens inflate word count); site:audit samples 15 reviews,STRIP_UNIQUENESS_TOKENS_AND_REGENERATE_PUBLIC_COPY,high,OPEN
RQ-06767,HIGH,https://kitletics.com/reviews/226ers-high-energy-gel,review,226ers-high-energy-gel,buy_if_1,MACHINE_DECISION_COPY,already_decided_lane|headline_trait,High Energy Gel fits buyers who already decided the lane is “energy gel (50 g carbs/serving; no caffeine)” and want high carbohydrate per sachet reduces how many packets you carry as the headline trait.,,p53_indexable_uniqueness_tokens,unique-expert-research buildWhoShouldBuy/Avoid templates (lane/headline-trait/whatever-optimizes) shipped as public decision copy,src/content/reviews-p53-differentiation.json,buy_if_1,enrichReviewForPage preserves overlay,ReviewPage/BuyIf,assessReviewLaunchQuality + article auditor audience checks,"Gates require presence and min length of Buy/Skip, not consumer readability; isThinLine treats long templated sentences as strong; uniqueness rewarded template variants",REWRITE_DECISION_BULLETS_TO_CONSUMER_STYLE,high,OPEN
RQ-06768,HIGH,https://kitletics.com/products/226ers-high-energy-gel,product,226ers-high-energy-gel,buy_if_1,MACHINE_DECISION_COPY,already_decided_lane|headline_trait,High Energy Gel fits buyers who already decided the lane is “energy gel (50 g carbs/serving; no caffeine)” and want high carbohydrate per sachet reduces how many packets you carry as the headline trait.,,p53_indexable_uniqueness_tokens,unique-expert-research buildWhoShouldBuy/Avoid templates (lane/headline-trait/whatever-optimizes) shipped as public decision copy,src/content/reviews-p53-differentiation.json,buy_if_1,"getProductReviewSummary uses raw overlay review, not enrichReviewForPage",ReviewPage/BuyIf,assessReviewLaunchQuality + article auditor audience checks,"Gates require presence and min length of Buy/Skip, not consumer readability; isThinLine treats long templated sentences as strong; uniqueness rewarded template variants",REWRITE_DECISION_BULLETS_TO_CONSUMER_STYLE,high,OPEN
RQ-06769,HIGH,https://kitletics.com/reviews/226ers-high-energy-gel,review,226ers-high-energy-gel,buy_if_2,MACHINE_DECISION_COPY,whatever_optimizes,Keep High Energy Gel over Science in Sport Beta Fuel Dual Source Energy Gel when useful when practising higher g/hour fueling on long runs shows up more often in your plan than whatever Science in Sport Beta Fuel Dual Source Energy Gel optimizes for.,,p53_indexable_uniqueness_tokens,unique-expert-research buildWhoShouldBuy/Avoid templates (lane/headline-trait/whatever-optimizes) shipped as public decision copy,src/content/reviews-p53-differentiation.json,buy_if_2,enrichReviewForPage preserves overlay,ReviewPage/BuyIf,assessReviewLaunchQuality + article auditor audience checks,"Gates require presence and min length of Buy/Skip, not consumer readability; isThinLine treats long templated sentences as strong; uniqueness rewarded template variants",REWRITE_DECISION_BULLETS_TO_CONSUMER_STYLE,high,OPEN
RQ-06770,HIGH,https://kitletics.com/products/226ers-high-energy-gel,product,226ers-high-energy-gel,buy_if_2,MACHINE_DECISION_COPY,whatever_optimizes,Keep High Energy Gel over Science in Sport Beta Fuel Dual Source Energy Gel when useful when practising higher g/hour fueling on long runs shows up more often in your plan than whatever Science in Sport Beta Fuel Dual Source Energy Gel optimizes for.,,p53_indexable_uniqueness_tokens,unique-expert-research buildWhoShouldBuy/Avoid templates (lane/headline-trait/whatever-optimizes) shipped as public decision copy,src/content/reviews-p53-differentiation.json,buy_if_2,"getProductReviewSummary uses raw overlay review, not enrichReviewForPage",ReviewPage/BuyIf,assessReviewLaunchQuality + article auditor audience checks,"Gates require presence and min length of Buy/Skip, not consumer readability; isThinLine treats long templated sentences as strong; uniqueness rewarded template variants",REWRITE_DECISION_BULLETS_TO_CONSUMER_STYLE,high,OPEN
RQ-06771,BLOCKER,https://kitletics.com/reviews/226ers-high-energy-gel,review,226ers-high-energy-gel,section:sec-overview,TOKEN_LEAK,skuslug|concatenated_token_phrase,What it is gel type — geltype is the concatenated type token for 226ERS High Energy Gel (gel). 1 gel sachet servingSize — 1gelsachetservingsize is the concatenated servingSize token for 226ERS High Energy Gel (1 gel sachet). 50 carbsPerServing — 50carbsperserving is the concaten…,,p53_indexable_uniqueness_tokens,uniqueTokenList/skuStamp + specDumpSentence concatenated identifiers written into overlay JSON; page-time enrichTestingContext preserves 'How we assessed it' dumps; section keepers do not strip stamps; reviews.ts dedupeReviewsBySlug first-wins so P54/P53 beat handwritten copy,src/content/reviews-p53-differentiation.json,section:sec-overview,enrichReviewForPage preserves overlay,ReviewPage/section,canPublishReview.containsInternalTerminology + assessReviewArticle + site:audit CONTENT INTERNAL_LEAK + isReportOrJunkVoice,INTERNAL_PATTERNS omit sku concatenations; isReportOrJunkVoice has no identifier detector; quality-contract treats testingContext as disclosure; uniqueness Jaccard is improved by unique stamps; launch assessor uses length/presence (tokens inflate word count); site:audit samples 15 reviews,STRIP_UNIQUENESS_TOKENS_AND_REGENERATE_PUBLIC_COPY,high,OPEN
RQ-06772,BLOCKER,https://kitletics.com/products/226ers-high-energy-gel,product,226ers-high-energy-gel,section:sec-overview,TOKEN_LEAK,skuslug|concatenated_token_phrase,What it is gel type — geltype is the concatenated type token for 226ERS High Energy Gel (gel). 1 gel sachet servingSize — 1gelsachetservingsize is the concatenated servingSize token for 226ERS High Energy Gel (1 gel sachet). 50 carbsPerServing — 50carbsperserving is the concaten…,,p53_indexable_uniqueness_tokens,uniqueTokenList/skuStamp + specDumpSentence concatenated identifiers written into overlay JSON; page-time enrichTestingContext preserves 'How we assessed it' dumps; section keepers do not strip stamps; reviews.ts dedupeReviewsBySlug first-wins so P54/P53 beat handwritten copy,src/content/reviews-p53-differentiation.json,section:sec-overview,"getProductReviewSummary uses raw overlay review, not enrichReviewForPage",ReviewPage/section,canPublishReview.containsInternalTerminology + assessReviewArticle + site:audit CONTENT INTERNAL_LEAK + isReportOrJunkVoice,INTERNAL_PATTERNS omit sku concatenations; isReportOrJunkVoice has no identifier detector; quality-contract treats testingContext as disclosure; uniqueness Jaccard is improved by unique stamps; launch assessor uses length/presence (tokens inflate word count); site:audit samples 15 reviews,STRIP_UNIQUENESS_TOKENS_AND_REGENERATE_PUBLIC_COPY,high,OPEN
RQ-06773,BLOCKER,https://kitletics.com/reviews/226ers-high-energy-gel,review,226ers-high-energy-gel,section:sec-verified-specs,TOKEN_LEAK,skuslug|concatenated_token_phrase,Key specs Higher-carb gel format aimed at long efforts when you want more carbohydrate per sachet than a classic 20–25g gel — compare label carbs and caffeine variants before race day. High carbohydrate per sachet reduces how many packets you carry Useful when practising higher …,,p53_indexable_uniqueness_tokens,uniqueTokenList/skuStamp + specDumpSentence concatenated identifiers written into overlay JSON; page-time enrichTestingContext preserves 'How we assessed it' dumps; section keepers do not strip stamps; reviews.ts dedupeReviewsBySlug first-wins so P54/P53 beat handwritten copy,src/content/reviews-p53-differentiation.json,section:sec-verified-specs,enrichReviewForPage preserves overlay,ReviewPage/section,canPublishReview.containsInternalTerminology + assessReviewArticle + site:audit CONTENT INTERNAL_LEAK + isReportOrJunkVoice,INTERNAL_PATTERNS omit sku concatenations; isReportOrJunkVoice has no identifier detector; quality-contract treats testingContext as disclosure; uniqueness Jaccard is improved by unique stamps; launch assessor uses length/presence (tokens inflate word count); site:audit samples 15 reviews,STRIP_UNIQUENESS_TOKENS_AND_REGENERATE_PUBLIC_COPY,high,OPEN
RQ-06774,BLOCKER,https://kitletics.com/products/226ers-high-energy-gel,product,226ers-high-energy-gel,section:sec-verified-specs,TOKEN_LEAK,skuslug|concatenated_token_phrase,Key specs Higher-carb gel format aimed at long efforts when you want more carbohydrate per sachet than a classic 20–25g gel — compare label carbs and caffeine variants before race day. High carbohydrate per sachet reduces how many packets you carry Useful when practising higher …,,p53_indexable_uniqueness_tokens,uniqueTokenList/skuStamp + specDumpSentence concatenated identifiers written into overlay JSON; page-time enrichTestingContext preserves 'How we assessed it' dumps; section keepers do not strip stamps; reviews.ts dedupeReviewsBySlug first-wins so P54/P53 beat handwritten copy,src/content/reviews-p53-differentiation.json,section:sec-verified-specs,"getProductReviewSummary uses raw overlay review, not enrichReviewForPage",ReviewPage/section,canPublishReview.containsInternalTerminology + assessReviewArticle + site:audit CONTENT INTERNAL_LEAK + isReportOrJunkVoice,INTERNAL_PATTERNS omit sku concatenations; isReportOrJunkVoice has no identifier detector; quality-contract treats testingContext as disclosure; uniqueness Jaccard is improved by unique stamps; launch assessor uses length/presence (tokens inflate word count); site:audit samples 15 reviews,STRIP_UNIQUENESS_TOKENS_AND_REGENERATE_PUBLIC_COPY,high,OPEN
RQ-06775,BLOCKER,https://kitletics.com/reviews/226ers-high-energy-gel,review,226ers-high-energy-gel,section:sec-fit,TOKEN_LEAK,skuslug|concatenated_token_phrase,"Fit & daily use 50g carbohydrate and unlisted kcal is the 226ERS High Energy Gel sachet, caffeine none listed, sodium unlisted. 1 gel sachet gel Multiple flavours Single / box Water recommended. Higher-carb gel format aimed at long efforts when you want more carbohydrate per sac…",,p53_indexable_uniqueness_tokens,uniqueTokenList/skuStamp + specDumpSentence concatenated identifiers written into overlay JSON; page-time enrichTestingContext preserves 'How we assessed it' dumps; section keepers do not strip stamps; reviews.ts dedupeReviewsBySlug first-wins so P54/P53 beat handwritten copy,src/content/reviews-p53-differentiation.json,section:sec-fit,enrichReviewForPage preserves overlay,ReviewPage/section,canPublishReview.containsInternalTerminology + assessReviewArticle + site:audit CONTENT INTERNAL_LEAK + isReportOrJunkVoice,INTERNAL_PATTERNS omit sku concatenations; isReportOrJunkVoice has no identifier detector; quality-contract treats testingContext as disclosure; uniqueness Jaccard is improved by unique stamps; launch assessor uses length/presence (tokens inflate word count); site:audit samples 15 reviews,STRIP_UNIQUENESS_TOKENS_AND_REGENERATE_PUBLIC_COPY,high,OPEN
RQ-06776,BLOCKER,https://kitletics.com/products/226ers-high-energy-gel,product,226ers-high-energy-gel,section:sec-fit,TOKEN_LEAK,skuslug|concatenated_token_phrase,"Fit & daily use 50g carbohydrate and unlisted kcal is the 226ERS High Energy Gel sachet, caffeine none listed, sodium unlisted. 1 gel sachet gel Multiple flavours Single / box Water recommended. Higher-carb gel format aimed at long efforts when you want more carbohydrate per sac…",,p53_indexable_uniqueness_tokens,uniqueTokenList/skuStamp + specDumpSentence concatenated identifiers written into overlay JSON; page-time enrichTestingContext preserves 'How we assessed it' dumps; section keepers do not strip stamps; reviews.ts dedupeReviewsBySlug first-wins so P54/P53 beat handwritten copy,src/content/reviews-p53-differentiation.json,section:sec-fit,"getProductReviewSummary uses raw overlay review, not enrichReviewForPage",ReviewPage/section,canPublishReview.containsInternalTerminology + assessReviewArticle + site:audit CONTENT INTERNAL_LEAK + isReportOrJunkVoice,INTERNAL_PATTERNS omit sku concatenations; isReportOrJunkVoice has no identifier detector; quality-contract treats testingContext as disclosure; uniqueness Jaccard is improved by unique stamps; launch assessor uses length/presence (tokens inflate word count); site:audit samples 15 reviews,STRIP_UNIQUENESS_TOKENS_AND_REGENERATE_PUBLIC_COPY,high,OPEN
RQ-06777,BLOCKER,https://kitletics.com/reviews/226ers-high-energy-gel,review,226ers-high-energy-gel,section:sec-performance,TOKEN_LEAK,skuslug|concatenated_token_phrase,Performance gel type — geltype is the concatenated type token for 226ERS High Energy Gel (gel). 1 gel sachet servingSize — 1gelsachetservingsize is the concatenated servingSize token for 226ERS High Energy Gel (1 gel sachet). 50 carbsPerServing — 50carbsperserving is the concate…,,p53_indexable_uniqueness_tokens,uniqueTokenList/skuStamp + specDumpSentence concatenated identifiers written into overlay JSON; page-time enrichTestingContext preserves 'How we assessed it' dumps; section keepers do not strip stamps; reviews.ts dedupeReviewsBySlug first-wins so P54/P53 beat handwritten copy,src/content/reviews-p53-differentiation.json,section:sec-performance,enrichReviewForPage preserves overlay,ReviewPage/section,canPublishReview.containsInternalTerminology + assessReviewArticle + site:audit CONTENT INTERNAL_LEAK + isReportOrJunkVoice,INTERNAL_PATTERNS omit sku concatenations; isReportOrJunkVoice has no identifier detector; quality-contract treats testingContext as disclosure; uniqueness Jaccard is improved by unique stamps; launch assessor uses length/presence (tokens inflate word count); site:audit samples 15 reviews,STRIP_UNIQUENESS_TOKENS_AND_REGENERATE_PUBLIC_COPY,high,OPEN
RQ-06778,BLOCKER,https://kitletics.com/products/226ers-high-energy-gel,product,226ers-high-energy-gel,section:sec-performance,TOKEN_LEAK,skuslug|concatenated_token_phrase,Performance gel type — geltype is the concatenated type token for 226ERS High Energy Gel (gel). 1 gel sachet servingSize — 1gelsachetservingsize is the concatenated servingSize token for 226ERS High Energy Gel (1 gel sachet). 50 carbsPerServing — 50carbsperserving is the concate…,,p53_indexable_uniqueness_tokens,uniqueTokenList/skuStamp + specDumpSentence concatenated identifiers written into overlay JSON; page-time enrichTestingContext preserves 'How we assessed it' dumps; section keepers do not strip stamps; reviews.ts dedupeReviewsBySlug first-wins so P54/P53 beat handwritten copy,src/content/reviews-p53-differentiation.json,section:sec-performance,"getProductReviewSummary uses raw overlay review, not enrichReviewForPage",ReviewPage/section,canPublishReview.containsInternalTerminology + assessReviewArticle + site:audit CONTENT INTERNAL_LEAK + isReportOrJunkVoice,INTERNAL_PATTERNS omit sku concatenations; isReportOrJunkVoice has no identifier detector; quality-contract treats testingContext as disclosure; uniqueness Jaccard is improved by unique stamps; launch assessor uses length/presence (tokens inflate word count); site:audit samples 15 reviews,STRIP_UNIQUENESS_TOKENS_AND_REGENERATE_PUBLIC_COPY,high,OPEN
